,u20,u25,u30,u35,u40,u45,u50,u55,u60,u65,u70,u75,u80,u85,u90,u95,u100,u105,u110,u115,u120,u125,u130,u135,u140,u145,u150,u155,u160,u165,u170,u175,u180,u185,u190,u195,u200,u205,u210,u215,u220,u225,u230,u235,u240,u245,u250,v20,v25,v30,v35,v40,v45,v50,v55,v60,v65,v70,v75,v80,v85,v90,v95,v100,v105,v110,v115,v120,v125,v130,v135,v140,v145,v150,v155,v160,v165,v170,v175,v180,v185,v190,v195,v200,v205,v210,v215,v220,v225,v230,v235,v240,v245,v250,macro_u,macro_v,macro_wd_str,macro_ws_str
125,-0.7899147887559632,-0.8477845127718853,-0.6973076630861668,-0.7545600232537231,-0.7981538146193365,-0.8510012332902548,-0.9682265198204769,-1.127820729770784,-1.2445928314483234,-1.3129967713883604,-1.4178287851636524,-1.4951869777602056,-1.4064072512174421,-1.479731133864207,-1.4855679039337977,-1.4755586848047768,-1.4052356109277193,-1.3596832928536795,-1.0861941939441762,-1.0076922165139068,-0.7836316313547416,-0.5879787671106307,-0.4543401984026296,-0.28363342212790243,-0.04758760355136271,0.2789376451867218,0.4978992104720792,0.5989059646016281,0.9731837896410589,1.146927641363101,1.2601460133263274,1.3470817125454406,1.3265679737154912,1.3040706107672966,1.2012635714450228,1.0317066577833414,0.8397853408622318,0.6309053634552155,0.2893073338126193,-0.010435075476628697,-0.26727037115016916,-0.5397725267205331,-0.7576981267101601,-0.889947198994891,-1.0509270337586143,-1.054663441893588,-1.0679894760389494,0.44050486602597294,0.5137312823362921,0.6502477338991683,0.7251167519361925,0.8096910794590841,0.8035758333367846,0.7792788544727303,0.7616210790848472,0.7502432898285969,0.7145179048594639,0.6505074382513876,0.6183064464104673,0.5324930506976135,0.42958511106114194,0.5111912948259607,0.5535916220241146,0.4816883925112354,0.5660495313467657,0.7546631852281394,0.9451838818617637,1.1747145723945114,1.2722905230289556,1.385891382284383,1.591991569807237,1.6381233884537783,1.8188481842435924,1.9444912528912919,2.050689544036832,2.147356868076224,2.177432707785524,2.226235713735823,2.1739134805161884,2.0653126620978908,1.7711475434571358,1.598539955987268,1.2616484487452246,0.9793029138036227,0.5893548481471804,0.26201528687972764,-0.06913338163770422,-0.46589550137287916,-0.8303476788274777,-1.0648928366316353,-1.2746538233926654,-1.439931788710613,-1.5165021763906301,-1.5616780574674982,2.5191281138048893,-0.20082475420735424,WNW,"(2.235, 5.364]"
284,-2.2609236537878363,-2.2626855779642074,-1.881037565236654,-1.722611638777913,-1.637053096656314,-1.5775059253434085,-1.5624036302971405,-1.5456853201099827,-1.4462062988559135,-1.387806780384559,-1.341249314339362,-1.2517868995908437,-1.0765666420316151,-0.9937689362271644,-0.9428390972052565,-0.9313998134967933,-0.8185778300324635,-0.7423047844025126,-0.6041327431516299,-0.5221911325296666,-0.34900198336074606,-0.23138446537102908,-0.154597514391277,-0.05217478982268631,0.09413764611293374,0.2780998330757818,0.4469803751039665,0.5939214644069919,0.7623691226035154,0.7995478255496788,0.8784600428470268,0.9952185190969915,0.9891548756641626,0.9357436998684499,0.9409555852913778,0.8701303341016269,0.7968404463977619,0.7774880627870795,0.737133783557617,0.6658205749993833,0.611058162940445,0.5461625485384811,0.432407347931421,0.46937801958475145,0.4204002950948462,0.4619208079281085,0.48508245645375236,1.1091798090975105,1.1660337546775477,1.363536674125569,1.513494212455089,1.70236841028782,1.7275600345404074,1.756678975816765,1.7787324819000918,1.839519647302763,1.8642236222778876,1.8602865101769643,1.8893816588761618,1.8400553623837663,1.7868636892315442,1.7919797939030657,1.8096250442219999,1.6781092491587228,1.6151052133234167,1.6272773982815443,1.6425972872307182,1.617195953518477,1.532697030923104,1.4574006892321534,1.3613746305837986,1.2552209929198308,1.2015265091512481,1.1022664026553481,0.8913383351065327,0.8170256748062841,0.5878589107237326,0.4365774496268815,0.2234600129168418,-0.030968563506148294,-0.39361871886399724,-0.6390632086581918,-0.9487977919789721,-1.2574165700855346,-1.6427857467860132,-1.951133470369815,-2.1885019415980933,-2.5269277970367634,-2.826721921139046,-3.0292039054158115,-3.1730346715302007,-3.319236154634126,-3.348863242898189,-3.4003582703610213,2.247450922143041,-0.014473044409654579,WNW,"(2.235, 5.364]"
327,-1.2650757527314473,-1.25244134465862,-1.3008537853189868,-1.2715158403863258,-1.2685808639570464,-1.2221374150462427,-1.2033569238261732,-1.1631103247351238,-1.055850118961776,-0.9327401503263353,-0.8765638501972557,-0.8977642848398579,-1.0761032336608993,-1.0528935031921023,-1.0606536776811142,-1.032320983818467,-1.1396237583033404,-1.1804958819921065,-1.4286999107907983,-1.6462236980420437,-1.90979723058014,-2.0833592978413797,-2.300846269847187,-2.55639284008131,-2.7097700966221074,-3.121328280799206,-3.2973494871246896,-3.418420288626086,-3.816569241601652,-3.930174602037151,-4.079203095931401,-4.06589399660792,-4.016737807939597,-3.8337090420979525,-3.716203797106221,-3.408789734382431,-3.1140213865770994,-2.8034045398535836,-2.4695260410129496,-2.048608169965747,-1.6646907392283161,-1.2745129693414405,-1.0109923992334036,-0.8886303159423994,-0.5124584462656632,-0.45613502082235247,-0.44024618598868503,-0.2826248680219754,-0.34527515742551707,-0.27951782701748273,-0.13793280777345052,-0.2095367410447877,-0.056230658764574226,0.04534812870322291,0.11593356868987215,0.227884026608141,0.24593566730961225,0.30341523587083996,0.2620585236663109,0.27372808967449536,0.3873649572092217,0.353978644551844,0.32267223681828305,0.4534940500479345,0.5061686853709639,0.3439663814149969,0.13167656006019657,-0.024790043090992864,-0.057163984483969976,-0.198946708118644,-0.24931583609382635,-0.2949969749150787,-0.3988625076522627,-0.3992814528048312,-0.31629573912040154,-0.35319122689585547,-0.2501378987308529,-0.18655908416216116,0.07780625312039824,0.42515147913574536,1.0252663573402092,1.335981474783345,1.901908358511993,2.4419163710217484,3.259203001137017,3.8476917314824064,4.367375552698066,5.069774121023008,5.59509810884659,6.0745507400082035,6.3734622220309305,6.6519865201786805,6.684606186180476,6.722192130248962,-2.3741482459179712,-0.8138458334728869,WNW,"(2.235, 5.364]"
333,-1.063723989445454,-1.1016341156743907,-0.8744352307741314,-0.7728936072186103,-0.8045383961431662,-0.80680568616103,-0.8681546188641427,-0.9450325348148017,-0.927988847816331,-0.9668617224387175,-0.9526665465184143,-0.9517080865322631,-0.9605587774730102,-1.0080918864433093,-1.0460677161116658,-1.1347704313547524,-1.0860536698755574,-1.043951325613306,-1.080352026920993,-1.040031960825769,-0.9259740950912096,-0.8057578142863431,-0.7833763806272263,-0.7664320134461473,-0.6158640331455354,-0.40925821640125104,-0.18572558087463342,0.24445680193077202,0.3128788924360766,0.43234203488897816,0.6345257357732725,1.1353536257224262,1.3696435736817625,1.4591832028903493,1.7828396194210043,2.0718036493705263,2.4100820791560897,2.7423377022086792,3.304602279505878,3.6426384217695693,3.8893237911347,4.166732763342268,4.244945529628622,4.46356434482778,4.609073229257361,4.695880316548378,4.675827025778352,-0.5398615012216119,-0.5593009155875688,-0.3955999032030797,-0.23081111816331923,-0.15731775408618143,-0.08987138099800918,-0.05048808177128894,0.05756422103557046,0.1358106298043804,0.16310526622537758,0.2096764820373731,0.30890223255034566,0.2831590244555042,0.2737762470215286,0.2999439760295939,0.31322071717851796,0.3230752856963457,0.36856150001893284,0.47892622250538075,0.4433563995683334,0.5202258513583593,0.4889623624864825,0.3986172596450801,0.44317420602474544,0.32316388148571495,0.38621535398256035,0.40631117696338026,0.34399119343072004,0.40037226639540346,0.2591008664958194,0.2403117891937574,0.18717374499514428,0.06327365326135626,-0.10867709057796948,-0.19124249816844996,-0.2625961734440221,-0.3348898529165949,-0.47652379881321294,-0.5637145799739849,-0.6553790193771938,-0.849585833098996,-1.0321633652551532,-1.0510392025566888,-1.1166421783722469,-1.1662567703289177,-1.1634949731904585,-1.253113468316396,2.518502957747631,-0.09789255566883281,WNW,"(2.235, 5.364]"
507,-1.5148922290843938,-1.522665739942255,-1.1876871033179777,-1.005543727974107,-0.9665488734229468,-0.906920693787403,-0.9013898131236289,-0.8960076220289954,-0.7797774961420432,-0.7614508219221445,-0.6874837382203607,-0.6026411986188114,-0.5480610504605963,-0.5200388965617773,-0.5232073367542958,-0.6055717179747138,-0.5330623539071153,-0.48248611881729975,-0.543769419367572,-0.49391473758477744,-0.3950562341129933,-0.31365550383080176,-0.3149451091195381,-0.3127140112143536,-0.2007383078381988,-0.05406037156222432,0.13083783328810394,0.49916719600402093,0.5201925753191023,0.559402516575731,0.711886733665958,1.1222327709652085,1.305734174887192,1.346350612484141,1.6314155312360805,1.8696855105448593,2.146963309125405,2.4619045309125296,2.990791120082002,3.314227612679419,3.5671637487084262,3.8381441654524124,3.907664084344469,4.151722598147144,4.286529638689354,4.376841774071162,4.3737364817302815,-0.4981389070619988,-0.5067632273497238,-0.3251585769466723,-0.15423174405669204,-0.033723932051370475,0.02511531964697289,0.07005621024461517,0.17011145854465282,0.2686843676012578,0.3110429777037802,0.35980088797378573,0.47248960644748617,0.455327962581499,0.4464900940647387,0.43959675463210646,0.439387419626337,0.38995215145926765,0.3625053000017766,0.39976181408057343,0.3168697968837324,0.2728886379120681,0.1604524733582382,0.003300865914281914,-0.09270471093054189,-0.2686762079005467,-0.31742156570874025,-0.4013098066865619,-0.6100434430539332,-0.6485433506443214,-0.9072380907151407,-1.03170205941873,-1.183068185625983,-1.3949554499951191,-1.6420679205688575,-1.788167530733522,-1.9094495027336533,-2.052025254706292,-2.2542302064165334,-2.3906071762272756,-2.488819524131504,-2.705346156289803,-2.8993001193164085,-2.9399861459483327,-3.0006792951433,-3.0658498679545403,-3.043224555334579,-3.133410732521747,2.3073206912486652,-0.0736158600850294,WNW,"(2.235, 5.364]"
1761,-0.18778466019721218,-0.13317962555445373,-0.032610548994212785,0.10566832359884248,0.2589869074161557,0.39821273939536184,0.5186054789555943,0.6865640977767891,0.8861189391964333,1.1100296989307665,1.265368439160583,1.3893608834294344,1.3163963888867443,1.4647966412245381,1.5360761801429588,1.6101056703594443,1.5724895060561144,1.563093942325172,1.3707534712849636,1.2059340006598571,0.9506817405104728,0.7701665753808644,0.5767572893989907,0.35892703546267857,0.1802552081205766,-0.23611908058141573,-0.46986180841449077,-0.6833688044937185,-1.0781031466180693,-1.2444594407448122,-1.4410685417236513,-1.5872823226052093,-1.5923669710220993,-1.4016472932491828,-1.339169930790817,-1.137314510330551,-0.9100261904639462,-0.639515740284593,-0.4505608925504516,-0.10777919191936913,0.2328978897282008,0.5791016724027598,0.7950387953441531,0.8940686797761401,1.2110328009443556,1.2186605238215433,1.2491123987508912,-0.7933273174568916,-0.85193222984817,-0.7786148434664963,-0.7035885290108599,-0.8247634180116288,-0.762120040863917,-0.7308794656588513,-0.743701673624936,-0.7045445745349008,-0.7298376173931254,-0.7408569535061416,-0.8194662085824236,-0.8309262162182596,-0.7840625991578332,-0.8934210266150888,-1.010988942742288,-0.993955005036288,-1.0488231453139383,-1.3364439470149643,-1.5988293189888751,-1.8897766017212656,-2.002578326178457,-2.212499087381162,-2.4140186335433538,-2.482513891494205,-2.6868646428634073,-2.797124290390003,-2.814172714479282,-2.939017880560159,-2.930620761508514,-2.933255299595289,-2.748031061995454,-2.458869262711443,-1.8472678427445657,-1.583802365937979,-1.035265347506463,-0.5032331162010368,0.33613138430327405,0.9074666257737873,1.4152903429267543,2.1452460359696546,2.6999352943293937,3.1712761716952764,3.47071147954009,3.762586447921293,3.780014712010425,3.8268568350353034,-2.345137413146526,-0.7058557153888945,WNW,"(2.235, 5.364]"
1842,-1.2103654552871728,-1.3667761429450316,-1.2878815235416141,-1.3997211624993584,-1.491190933284349,-1.6721815520365322,-1.9170149406057293,-2.1828254385539143,-2.488616526410734,-2.6295992337166414,-2.7491962057354895,-2.8335902700207223,-2.792637437796797,-2.897536107879098,-2.942990918575073,-2.9530429711776236,-2.8445976261757133,-2.757925137443605,-2.408133566832105,-2.269147408823371,-1.9339448139097861,-1.5652534083643097,-1.2796044603965582,-1.0014318836375162,-0.6399953149594468,-0.02523025625318187,0.352601732070176,0.8863930867948371,1.357678565921927,1.7761277360297374,2.1391723340064352,2.66897928619388,2.921584393521771,3.148613114815183,3.411075130726866,3.4906642374567975,3.7533186761936967,3.8866451828454123,4.003057676681298,3.9736758907772165,3.8873533978339,3.8748096863672576,3.733739629834359,3.6805641903572166,3.6088115954132527,3.5910233029673493,3.568062570633381,-0.20328812184860823,-0.21828863328736636,-0.05922117614477118,-0.03102664136322142,-0.12188436948552317,-0.24075051913897028,-0.4022991584069815,-0.5176904343533812,-0.73130142012567,-0.8885197678963661,-1.047965268883793,-1.1371237406902375,-1.3241869378076228,-1.5482914745554313,-1.5553261004970804,-1.650247483844653,-1.7516419958747296,-1.7024561907151696,-1.5555556376383102,-1.4488505763151394,-1.0948155251345288,-0.9517092926542352,-0.8609255421709188,-0.5551738186861992,-0.509946113604224,-0.18923836275700978,-0.02232579440484539,0.23930120703057223,0.4917079102803792,0.5649340872841766,0.7717815820090419,0.8175389281845453,0.7774575078738488,0.654411676825227,0.545087709677339,0.34798124618195136,0.27866912416266065,0.07399925460272128,-0.13492826825066384,-0.46741496459865917,-0.8186093268484178,-1.140303228653946,-1.3469532526325285,-1.5905039363027536,-1.683870927376458,-1.8478417110784258,-1.903570811609841,2.5933108047937656,-0.862441540563855,WNW,"(2.235, 5.364]"
2039,0.4016642763408327,0.28662136956559703,0.21267930521898837,0.013992608043447596,-0.132615011068129,-0.29217272256330507,-0.5283922523841333,-0.8106721100363892,-1.117570460957114,-1.2979056441925714,-1.4922855757065516,-1.6692404770423641,-1.728322307943717,-1.909858931820601,-1.9941585848532464,-2.0124622860488337,-2.015941737653593,-2.0150768367404934,-1.7586325454511016,-1.7365904916462043,-1.5397563665204288,-1.3110433303215663,-1.1615020480308518,-0.9957990355176394,-0.7578448070113497,-0.3613330155543286,-0.12100989323116451,0.10743202471136204,0.48672186475884427,0.782099690835361,0.9739835065709599,1.236575916481642,1.3361463038788512,1.4508026355976424,1.4955985837525505,1.4510848177707087,1.47904804016202,1.3932023220192722,1.2266282982061876,1.047713445231703,0.8649897763417282,0.69618933458234,0.5757730153353346,0.42394815468556857,0.3121085672113759,0.2945681086655991,0.25997612252714575,0.41300247783128907,0.4307272377660132,0.5178992468684607,0.5300323453552114,0.4695801689737076,0.41555857238478655,0.31097308441170757,0.2218684910430233,0.07509278423724419,-0.04937284450774371,-0.2006345277968835,-0.31799926308346915,-0.47469248303500633,-0.6507928998532888,-0.6073627319410484,-0.6390676466021441,-0.6781442823802721,-0.5674991353638767,-0.3754107506820312,-0.23817282569674436,0.09898831776274175,0.2708027327421332,0.4104533839389013,0.7488255926104177,0.830320688942811,1.1319083076486414,1.3375219733655057,1.6448228514776362,1.8538009731863467,2.032145384371717,2.2315800018483496,2.326545094782134,2.370104048233502,2.275292551141188,2.2302417947022923,2.0573849584462107,1.988913192180317,1.8300187538500745,1.6826334178897255,1.4178428821853157,1.146057214973672,0.8975030321282852,0.7536807715931146,0.5607891381300238,0.4785048952059807,0.3583734597804895,0.3415513802316046,2.268428372111324,-0.44141667361299275,WNW,"(2.235, 5.364]"
2094,2.558329786545225,2.550538257119351,2.316556530677543,2.1431053025329607,2.2169038407120905,2.2442108831859446,2.230671038230969,2.228395340815505,2.1450907434663593,2.266492892072613,2.252197269551484,2.233136380656567,2.0834561919363,2.105541679504411,2.1519618935752263,2.2866334696412585,2.199431448577189,2.1391116934894243,2.198329816343973,2.013033722924335,1.77438337495036,1.6583088274040483,1.5391869461875203,1.4242453663652421,1.3061065664488458,1.0052135540411955,0.7122162790272428,0.19647553865136214,0.0735916671836847,0.03741190515523307,-0.22985194398805575,-0.7149737694632705,-0.8571427092237744,-0.5917393005193379,-0.8302342467756088,-0.9388884387981289,-1.0168798001737072,-1.1415198854679591,-1.7131740547926313,-1.861761812282821,-1.9060925169674103,-1.9641319246300197,-1.9489637181848183,-2.205374210311091,-2.1099112220840546,-2.2362752835864645,-2.237292016003166,-2.3851889482329334,-2.421851611117034,-2.467674781832796,-2.6086618950031033,-2.9873525794507696,-3.0755546986824474,-3.220814952700978,-3.4349714420183637,-3.6201266576037674,-3.8201312604230617,-4.0354848811012936,-4.313449933806315,-4.431704428521619,-4.54342989894949,-4.637487214072571,-4.831625639443303,-4.843674147807839,-4.788884128760414,-4.989664127183076,-5.061874359152641,-5.121882630314396,-5.018905830146,-4.996702670564918,-4.881646621399165,-4.714464415643553,-4.675614440842606,-4.548297277965616,-4.1137662733119,-4.073535824612173,-3.6873397695761496,-3.4195033219960163,-2.9991274395760783,-2.440882688413187,-1.561504275956766,-1.1633454441057571,-0.5739088532621892,0.10185909504923396,1.136830145504562,1.7774649170469163,2.217339592610048,3.0416521793780165,3.6510860461451857,4.140058279158723,4.386389411211105,4.7218876222978245,4.64281882718203,4.745928888877357,-3.5081394367299525,-1.4238191966326865,WNW,"(2.235, 5.364]"
2113,-0.1312269000315638,-0.19552030297876222,-0.011776001038288797,-0.0019089394238562818,-0.017632145852542358,-0.06375388372998092,-0.167495343995685,-0.2989598318833835,-0.40381216834073896,-0.44513758419566596,-0.4839200771284533,-0.5177452361303017,-0.4630446180129839,-0.5181259288225055,-0.5181197212786914,-0.5261084873305553,-0.4256584122068796,-0.3509401845507494,-0.14048582491936035,-0.035085623276264855,0.18436885040787843,0.41130989951555286,0.5599694546795302,0.7173871767455173,0.9688387802457052,1.3373291072836384,1.5911322531161103,1.912529556197474,2.212634399842707,2.4440352785944843,2.656315401562494,2.99023714577749,3.1427694730414317,3.2592028550175063,3.4039626823912865,3.4739731850732563,3.6036299833022283,3.6876744184066843,3.770595832354319,3.7709102220002513,3.7379592391613357,3.7380267694710216,3.6332472938331586,3.6416422209214447,3.617840942466531,3.6228041111587634,3.5977507845215153,-0.5777663514167406,-0.5633564720897266,-0.41501242880008027,-0.33580156784188064,-0.34771263245441686,-0.36757705106664895,-0.41233745821382506,-0.4064903818291681,-0.44318113555424254,-0.49211757084537444,-0.5370946310291078,-0.5339899733185245,-0.6121951063923774,-0.7078990100934974,-0.6608362941549673,-0.6724141533119563,-0.7048968925637453,-0.6183705908518657,-0.46101565781460385,-0.3477995712720219,-0.12270182624408843,-0.03805681898695523,0.013900870805038767,0.21997193178730146,0.24193764381461502,0.4447493530886262,0.5800184025920649,0.7193825793309967,0.8685662695715657,0.889429888658321,0.9996098838117661,1.0185250275617022,0.9695549074226996,0.8442966075275784,0.759049815730644,0.6065095987146196,0.5139334498690791,0.3376079341483036,0.17163876500573405,-0.04373966217016867,-0.29542225863747595,-0.5441956543147464,-0.6561530613314537,-0.802983536439327,-0.8836605062968097,-0.9621588095790692,-1.0310958294617356,2.768095475413993,-0.20880607075220348,WNW,"(2.235, 5.364]"
